,jaso
6891,ㅂㅐㅁㅅㅔㄴㅇㅡㄴㅇㅗㄴㅡㄹㄷㅗㄱㅟㅇㅕㅂㅅㅡㅂㄴㅣㄷㅏㅈㅓㄹㅡㄹㄱㅟㅇㅕㅁㅅㅏㅎㅏㄱㅔㅎㅏㄹㅕㄴㅡㄴㄷㅜㅂㅗㅅㅈㅜㅇㅢㅇㅡㅁㅁㅗㄱㅏㅌㅡㄹㄹㅣㅁㅇㅓㅂㅅㅅㅡㅂㄴㅣㄷㅏ
6892,ㅇㅣㅂㅈㅗㅅㅣㅁㅎㅐㄲㅗㅁㅐㅇㅇㅏㄷㅏㄹㅡㄴㄷㅐㅅㅏ
6893,
6894,ㄹㅏㄱㅇㅏㄴㅓㄴㅡㄴㄴㅐㄱㅏㅇㅓㄸㅓㄹㄸㅐㄱㅏㅈㅏㅇㅁㅓㅅㅈㅕㅂㅗㅇㅣㄴㅑㅌㅣㅁㅈㅏㅇㄴㅣㅁㅈㅓㅂㅏㅃㅏㅇㅛㄸㅏㄱㅎㅏㄴㄱㅏㅈㅣㄹㅏㄷㅗㅁㅏㄹㅎㅐㅈㅜㄹㅏㅇㅘㅇㅈㅏㅈㅣㅂㅗㅇㅕㅈㅜㄹㄸㅐㅇㅛㅇㅏㄱㅡㄹㅓㄴㅑ
6895,ㄴㅗㄴㅅㅠㄱㅓㅉㅗㅇㅏ
6896,ㄱㅏㄲㅡㅁㄸㅟㅇㅓㄴㅏㄴㅈㅐㄴㅡㅇㅇㅣㅅㅏㄹㅏㅁㅈㅏㄹㅁㅗㅅㅊㅏㅈㅇㅏㄱㅏㅆㄷㅏㄹㅏㄱㅗㅅㅐㅇㄱㅏㄱㄷㅚㄹㄸㅐㄱㅏㅇㅣㅆㄴㅡㄴㄷㅔㅇㅣㅂㅓㄴㅇㅔㄴㅡㄴㅁㅗㄱㅅㅏㄹㅏㄴㅡㄴㅈㅣㄱㅇㅓㅂㅇㅣㅅㅏㄹㅏㅁㅈㅏㄹㅁㅗㅅㅊㅏㅈㅇㅏㄱㅏㅆㄷㅏㄴㅡㄴㅅㅐㅇㄱㅏㄱㅇㅣㄷㅡㄴㅔ
6897,ㄱㅡㄱㄱㅣㄹㅏㄱㅗㅅㅐㅇㄱㅏㄱㅎㅏㅈㅛㅁㅝ
6898,ㅈㅜㅇㅝㅅㅓㅁㅓㄱㅇㅕㅈㅜㄱㅗㅁㅏㄱㅇㅓㄷㅣㄹㅗㄱㅏㄹㅈㅣㄷㅗㅇㅏㄹㄹㅕㅈㅜㄱㅗㅊㅏㅁㄱㅗㅇㅑㅇㅇㅣㄷㅗㅈㅏㄹㅈㅜㅂㄱㅗㄱㅡㄹㅓㄹㄱㅓㄱㅏㅌㅇㅏㅇㅕㅌㅡㅇㅟㅌㅓㅎㅐㅅㅇㅡㅁㅕㄴㅇㅣㅁㅂㅗㅈㅗㄴㄴㅏㅎㅐㅅㅇㅡㄹㄷㅡㅅㅎㅏㅂㄴㅣㄷㅏ
6899,ㄴㅡㄴㅅㅡㅌㅜㄹㅌㅣㅇㅣㅂㄴㅣㄷㅏㅅㅡㅌㅓㄹㅌㅣㅇㅏㄴㅣㅂㄴㅣㄷㅏ
6900,ㄴㅏㄴㅌㅔㅁㅏㅇㅣㅆㄴㅜㄴㄷㅔ
6901,ㅇㅓㄸㅓㄱㅎㅏㄱㅣㄴㅇㅛㄱㅓㄹㅡㄴㅡㄴㄱㅓㅈㅣ
6902,ㅈㅏㄹㅈㅏㅆㅇㅓㅇㅛ
6903,ㅈㅏㅁㄲㅏㄴㅈㅣㄱㅡㅁㅁㅝㄱㅏㅈㅣㄴㅏㄱㅏㅅ
6904,ㄷㅓㅅㅛㅉㅏㅇㅉㅏㅇㅉㅏㅇ
6905,ㅁㅗㄹㄹㅏㅈㅣㅇㅓㅈㅜㄷㅡㄴㄱㅏ
6906,ㅇㅖㅁㅣㄴㅊㅜㅇㄱㅐㅅㅗㄹㅣㄷㅏㅎㅏㄱㅗㅇㅣㅆㄱㅗㅎㅘㅇㅣㅌㅡㅇㅝㅅㅣㅇㅈㅣㅈㅓㄱㅎㅏㄴㅡㄴㅅㅏㄹㅏㅁㅇㅣㅂㅣㄴㅗㄴㄹㅣㅈㅓㄱㅇㅣㄴㅁㅏㄹㅇㅡㄹㅎㅏㄱㅗㅂㅏㄱㅅㅏㄹㅇㅡㄹㄴㅐㅆㅇㅡㄴㅣㅎㅘㅇㅣㅌㅡㅇㅝㅅㅣㅇㅈㅣㅈㅓㄱㅇㅡㄴㄷㅏㅇㅣㄴㅈㅗㅇㅊㅏㅂㅕㄹㅇㅣㄷㅏㅇㅣㄹㅓㄱㅗㅇㅣㅆㅇㅓ
6907,ㅁㅝㄱㅏ
6908,ㄹㅗㅅㄷㅔㅇㅢㅅㅗㄹㅑㅇㅇㅢㅁㅔㄹㄹㅏㅁㅣㄴㅇㅡㄴㅅㅏㅎㅕㅇㄱㅏㅁㅇㅣㄱㅗㅎㅐㅌㅐㅇㅢㄷㅐㄹㅑㅇㅇㅢㅁㅔㄹㄹㅏㅁㅣㄴㅇㅡㄴㅇㅛㅇㅅㅓㅎㅏㄹㅅㅜㅇㅣㅆㅅㅡㅂㄴㅣㄷㅏ
6909,ㅇㅣㅁㅗㄷㅡㄴㅇㅣㄹㅇㅢㄱㅡㄴㅇㅝㄴㅇㅣㅇㅣㄴㅇㅜㅅㅐㅁㅇㅣㅁㅣㄴㅅㅜㅅㅐㅁㅇㅜㄹㄹㅣㄴㄱㅓㄹㅏㄱㅜㅇㅛㅁㅣㄴㅅㅜㅅㅐㅁㅇㅣㄹㅣㅇㅘㅇㅛㅂㅜㄷㅜㅇㅂㅜㄷㅜㅇㅎㅐㄷㅡㄹㅣㄹㄱㅔ
6910,ㄴㅔ
6911,ㅂㅏㄴㅁㅗㅎㅐㅇㅛ
6912,ㄴㅏㄹㄹㅐㄴㅂㅏㅂㅣㅋㅐㅅㅇㅣㅆㅣㅂㅊㅣㄴㅏㅁㄷㅡㄹㅇㅣㅇㅖㅃㅡㄴㅇㅕㅈㅏㅊㅕㄷㅏㅂㅗㄴㅡㄴㄱㅓㄴㄷㅏㄴㅅㅜㄴㅎㅣㅇㅖㅃㅓㅅㅓㄱㅏㅇㅏㄴㅣㅁㅁㅓㄱㅇㅣㄹㅡㄹㅁㅜㄹㅇㅓㅇㅘㅆㄷㅏㅇㅗㅇㅆㅣㅂㅊㅣㄴㅏㅁㄷㅡㄹㅇㅣㅇㅖㅃㅡㄴㅇㅕㅈㅏㅊㅕㄷㅏㅂㅗㄴㅡㄴㄱㅓㄴㄷㅏㄴㅅㅜㄴㅎㅣㅇㅖㅃㅓㅅㅓㄱㅏㅂㅏㅂㅣㅋㅐㅅ
6913,ㅊㅚㄱㅗㅇㅡㄴㄴㅣㅁㅇㅐㄹㅂㅓㅁㅅㅏㄴㅗㅎㄱㅗㅅㅡㅍㅗㅇㅏㄴㄷㅚㄹㅕㄱㅗㅇㅣㄹㅂㅜㄹㅓㅇㅏㄴㄷㅡㄹㅇㅓㅆㅇㅡㅁ
6914,ㅈㅓㄴㅡㄴㅂㅣㅊㅇㅡㄹㅈㅗㅎㅇㅏㅎㅏㅈㅣㅁㅏㄴㅌㅐㅇㅑㅇㅇㅡㄴㅅㅣㄹㅎㅇㅓㅎㅐㅇㅛ
6915,ㅍㅗㄱㅍㅗㄱㅇㅔㅅㅓㄱㅓㄹㅡㄹㅃㅓㄴㅎㅐㅆㄷㅏ
6916,ㅈㅣㄴㅉㅏㄹㅗㄱㅙㄴㅊㅏㄴㅎㅇㅡㄴㄱㅓㅁㅏㅈㅈㅛ
6917,ㅅㅜㅇㅢㅈㅓㄴㅇㅕㅊㅣㄴㄱㅗㅇㅇㅢㅊㅣㄴㅎㅏㄴㅊㅣㅇㄱㅜㄱㅡㄹㅣㄱㅗㅍㅐㄷㅣㄱㅘㄹㅏㅅㅓㅇㅇㅗㅅㅂㅓㅅㄱㅣㄹㅕㄱㅜㅎㅐㅆㄷㅏㄱㅏㅅㅜㄱㅏㅁㅏㄱㄴㅡㄴㅈㅏㅇㅁㅕㄴㅇㅡㄴㅇㅣㅆㄴㅡㄴㄷㅔㅅㅜㄹㅏㅇㅎㅔㅇㅓㅈㅣㄱㅜㄱㅗㅇㅇㅣㄹㅏㅇㅅㅜㄹㅁㅓㄱㄴㅡㄴㅈㅏㅇㅁㅕㄴㄷㅜㅇㅣㅆㄱㅣㄴㅎㅏㄴㄷㅔㅇㅣㄹㄱㅇㅡㄴㅈㅣㅈㅗㅁㄷㅐㅅㅓㅈㅏㅅㅔㅎㅏㄱㅔㄱㅣㅇㅓㄱㅇㅣㅇㅏㄴㄴㅏㄴㅔㅇㅕㄱㅡㄴㄷㅔㅂㅣㄱㅛㅈㅓㄱㄱㅗㅇㄱㅘㅅㅜㄱㅏㄱㅗㅁㅂㅏㅇㅇㅓㄹㄱㅎㅣㄱㅜㅅㅓㄹㅗㄴㅓㅁㅈㅛㅇㅏㅎㅐㅅㅓㅇㅂㅏㄹㅏㅁㅍㅣㄱㅓㄴㅏㅎㅏㄴㅡㄴㄱㅓㄴㅇㅓㅂㅅㅇㅓㅇㅕㅇ
6918,ㅊㅜㄹㄹㅕㄱㅅㅗㅊㅜㄹㄹㅕㄱㅅㅓㅇㄱㅗㅇㅎㅏㅁㅕㄴㄴㅏㄱㅏㄷㅏㄴㅏㅂㅜㄱㅅㅣㄴㄱㅏㄴㄴㅏㅇㅗㅂㄴㅣㄷㅏㅉㅏㅇㅃㅏㄹㅡㄴㄱㅘㅇㄱㅗ
6919,ㅈㅜㅇㄱㅖㅈㅣㄴㄷㅗㅈㅜㅇㄱㅖㅂㅗㄱㅍㅏㄴㅁㅐ
6920,ㅌㅏㄷㅏㅇㅛㅅㅣㅇㅛㅅㅣㄸㅏㅁㅓㄱㄴㅡㄴㄷㅏ
6921,ㄱㅏㄹㅡㅅㅗㅇㅇㅡㄴㄱㅜㅎㅐㅆㅇㅓㅇㅛㅁㅣㄷㅡㄴㅏㅇㅣㅅㅇㅏㅈㅣㄱㄱㅜㅎㅏㅂㄴㅣㄷㅏ
6922,ㅈㅓㅇㅔㄱㅔㄴㅂㅏㅁㅇㅣㅂㄴㅣㄷㅏㅇㅡㅇ
6923,ㅅㅏㄹㅇㅠㄱㅇㅢㅊㅓㄴㅅㅏㅎㅘ
6924,ㄷㅓㅅㅛㅇㅘㄴㅈㅓㄴㄴㅐㅊㅟㅈㅓㅊㅜㅁㄷㅗㄴㅗㄹㅐㄷㅗㅇㅘㄴㅂㅕㄱ
6925,ㅇㅓㄷㅣㅅㅓㄴㅏㄷㅏㅇㄷㅏㅇㅎㅏㄴㅌㅡㅇㅟㅌㅓㄹㅣㅇㅏㄴ
6926,ㄴㅔ
6927,ㅎㅏㄱㅣㄴㄱㅚㄹㅗㅇㅝㄷㅗㅈㅐㅁㅣㅆㅇㅡㄴㅣㄱㅏㄱㅘㅈㅔㅎㅏㄴㅡㄴㅈㅠㄹㅡㄱㄷㅐㅁㅏㅇㅘㅇㄱㅛㅅㅜㄴㅣㅁㄷㅡㄷㄴㅡㄴㄱㅓㄴㄱㅚㄹㅗㅂㅈㅣㅁㅏㄴㅁㅝㄴㄱㅏㅈㅐㅁㅣㅆㅇㅓㅅㅓㅈㅜㄱㅡㄹㄱㅓㄱㅏㅌㄷㅏㄱㅗㄲㅣㄱㅏㅊㅜㅇㅁㅏㄴㅎㅐㅈㅣㄴㄷㅏㄱㅗㄴㅜㄱㅏㄱㅡㄹㅓㅅㅕㅆㅇㅡㅂㅇㅡㅂㅎㅏㄱㄱㅣㄱㅏㅈㅣㄴㅏㄷㅗㅈㅔㄱㅏㅅㅏㄹㅇㅏㅇㅣㅆㄱㅣㄹㅂㅣㄹㅇㅓㅇㅛㅇㅕㄹㅅㅣㅁㅎㅣㅂㅐㅇㅜㄱㅔㅆㅅㅡㅂㄴㅣㄷㅏㅇ
6928,ㅇㅗㄴㅡㄹㅎㅏㄹㅜㄷㅗㅎㅣㅁㄴㅐㅇㅑㅈㅣㅎㅏㄱㅗㅅㅣㅍㅇㅓㅆㄷㅓㄴㄱㅓㄹㅈㅏㄴㄸㅡㄱㅎㅏㄹㅌㅔㅇㅑ
6929,ㄷㅗㅂㅣㅊㅃㅠㄴㅗㅎㅊㅣㄹㅅㅜㅇㅓㅁㅈㅛㅁㅏㅈㅣㅁㅏㄱㅇㅣㄹㅅㅜㄷㅗㅇㅣㅆㄴㅡㄴㄷㅗㅂㅣㅊㅃㅠ
6930,ㅅㅕㄴㄱㅛㅅㅜㄷㅏㅇㅅㅣㄴㅎㅘㅇㅔㄷㅏㅇㅅㅣㄴㅇㅣㅂㅏㄱㅅㅏㄹㄴㅐㅁㅓㄱㅇㅡㄴㅈㅗㄹㅇㅓㅂㄹㅓㅇㅢㅈㅗㄹㅈㅏㄱㅇㅡㄴㅇㅓㄸㅓㅎㄱㅔㅂㅗㅅㅏㅇㅈㅔㄷㅐㄹㅗㅈㅏㄹㅎㅐㅈㅝㅆㅇㅓㅇㅏㅁㅜㅁㅏㄹㄷㅐㅈㅏㄴㅊㅣ
6931,ㅇㅏㄴㄱㅏㄱ
6932,ㅈㅔㄹㅗㅇㅢㅅㅏㅇㅕㄱㅁㅏㅇㅛ
6933,ㅇㅏㄹㄹㅏㄷㅣㄴㅅㅓㅈㅣㅈㅓㅇㅂㅗㅇㅣㅂㄹㅕㄱㅍㅡㄹㅗㄱㅡㄹㅐㅁㅇㅢㄷㅐㅍㅛㅈㅓㅈㅏㅅㅣㅅㅡㅌㅔㅁㅅㅗㄴㅂㅘㅇㅑㅎㅏㄴㅡㄴㄱㅓㅇㅏㄴㅣㄴㄱㅏㅇㅡㅁㅂㅏㄴㅇㅙㅇㅣㄸㅏㄱㅜㄹㅗㄴㅏㅇㅗㅁㅇㅙㄹㅣㄷㅓㅁㅏㄹㄱㅗㄷㅏㄹㅡㄴㅅㅏㄹㅏㅁㅇㅣㅈㅓㅈㅏㄱㅈㅏㄹㅗㄸㅡㅁ
6934,ㅂㅏㄴㄷㅐㄱㅏㄲㅡㄹㄹㅣㄴㅡㄴㅇㅣㅇㅠㄴㅏㅁㅈㅏㄹㅡㄹㅁㅏㄴㄴㅏㄴㅎㅏㄹㅜ
6935,ㄱㅛㅅㅣㄹㄱㅐㅂㅏㄹ
6936,ㅈㅔㅁㅕㅇㅇㅗㅃㅏㄷㅗㄴㅇㅣㅇㅓㅂㅅㅇㅓㅅㅓㅂㅏㅈㅣㄱㅏㄷㅏㅉㅣㅈㅇㅓㅈㅣㄷㅗㄹㅗㄱㅇㅣㅂㄱㅗㄷㅏㄴㅣㄴㅡㅇㄱㅏㅂㅗㅇㄱㅏ
6937,ㅈㅡㅇㅁㅏㄹㅇㅛㅋㅜㅋㅣㄹㅡㄹㅇㅟㅎㅐㅋㅡㄴㅅㅡㅋㅡㄹㅣㄴㅇㅔㅅㅓㅎㅐㅅㅠㅁㅈㅜㄹㅡㄹㅂㅗㄱㅣㅇㅟㅎㅐㅂㅘㅇㅑㄱㅔㅆㅇㅓㅇㅛ
6938,ㄴㅗㄹㅐㄹㅡㄹㅈㅏㄹㅎㅏㅁㅕㄴㅁㅝㅎㅏㄴㅑ
6939,ㅎㅣㅌㅏㅊㅣㅇㅣㄴㄷㅡㄹㅣㅂㅇㅣㄷㅏㅇㅜㄹㅣㄱㅏㅇㅏㄹㄱㅗㅇㅣㅆㄴㅡㄴㅎㅣㅋㅏㄹㅜㅇㅢㅅㅓㅇㅇㅡㄴㅅㅏㅅㅣㄹㅋㅏㄱㅔㅇㅑㅁㅏㄱㅏㅇㅏㄴㅣㅂㄴㅣㄷㅏㅋㅏㄱㅔㅇㅑㅁㅏㅎㅣㅋㅏㄹㅜㄱㅏㅇㅏㄴㅣㄹㅏㅎㅣㅌㅏㅊㅣㅇㅣㄴㅎㅣㅋㅏㄹㅜㅇㅣㅂㄴㅣㄷㅏ
6940,ㅎㅓㄱㅈㅏㅇㅅㅜㅈㅔㄴㅣㅁㅇㅣㅇㅣㅇㅓㅆㅇㅓㅇㅛㅇㅏㅊㅣㅁㅌㅏㅇㅣㅁㄹㅏㅇㅣㄴㅇㅙㄱㅗㄱ
6941,ㅇㅡㅇㅏㄱㅅㅏㅇㅅㅏㅇㅁㅏㄴㅎㅐㄷㅗㅈㅔㅇㅏㄴㅇㅢㄱㅓㅁㅇㅡㄴㅊㅣㅇㄱㅜㄱㅏ
6942,ㅇㅜㅁㅏㅇㅣㅂㅗㅇㅇㅡㄹㅁㅓㄱㅇㅡㅁㅕㄴㅈㅏㄹㅅㅐㅇㄱㅕㅈㅣㄴㅏㅂㅗㄷㅏ
6943,ㄱㅡㄹㅆㅔㅇㅛㅇㅓㄹㅁㅏㅇㅣㄹㄲㅏㅇㅛㄷㅏㅋㅡㄹㅜㅁㄱㅣㅂㅗㄴㄷㅏㄴㅇㅟㅇㅣㄴㅁㅏㄴㅇㅝㄴㅇㅣㅇㅏㄴㅣㄹㄲㅏㅇㅛㅌㅡㄱㅈㅓㄴㅇㅡㄹㅗㅎㅏㄴㅈㅓㅇㅋㅐㄹㅣㄱㅌㅓㄱㅡㄹㅏㅇㅣㅂㅏㅎㅡㄹㅡㄹㅇㅓㄷㅇㅡㄹㅅㅜㅇㅣㅆㄴㅡㄴㅋㅗㄷㅡㄹㅡㄹㄷㅡㄹㅣㅂㄴㅣㄷㅏ
6944,ㅅㅣㅇㅏㄸㅏㄹㄱㅣㅃㅐㄱㅗㅁㅗㅈㅗㄹㅣㅆㅣㅂㅇㅓㅁㅓㄱㅇㅓㄷㅡㄹㅣㄱㅔㅆㅇㅓㅇㅛ
6945,ㅇㅕㅇㅅㅏㅇㅈㅓㄴㅂㅗㅂㅓㄹㄹㅔㄹㅡㄹㅂㅜㅌㅈㅏㅂㅇㅏㅆㅅㅡㅂㄴㅣㄷㅏㅍㅗㄱㅅㅣㅎㅐㅈㅓㄱㄷㅏㄴㅇㅣㅁㅣㄹㅈㅣㅍㅁㅗㅈㅏㅇㅣㄹㄷㅏㅇㅇㅔㄷㅔㅂㅣㅂㅐㄱㅍㅏㅇㅣㅌㅡㄹㅡㄹㅅㅣㄴㅊㅓㅇㅎㅐㅆㄴㅏㅂㅗㅂㄴㅣㄷㅏㅌㅡㄹㅔㅋㅡㄹㅜ
6946,ㅊㅜㄹㄱㅡㄴ
6947,ㅈㅗㅇㄱㅕㄹㅇㅓㅁㅣㄹㅡㄹㅎㅐㅇㅛㅊㅔㄹㅗㄲㅡㅌㄴㅐㄱㅣㅁㅏㄴㅎㅏㄴㄷㅏㄱㅗㅎㅐㅅㅓㄷㅠㄴㅏㅊㅔㄱㅏㅇㅘㄴㅅㅓㅇㄷㅚㄴㅡㄴㄱㅓㄴㅇㅏㄴㅣㄴㄱㅓㅅㄱㅏㅌㅇㅏㅇㅛㅈㅣㄱㅡㅁㅊㅓㄹㅓㅁㅇㅛㄱㅕㄹㄱㅜㄱㅇㅣㄹㅡㄹㅇㅘㄴㅅㅓㅇㅎㅏㄴㅡㄴㄱㅓㄴㅎㅏㄱㅣㄴㅇㅣㅇㅏㄴㅣㄹㄲㅏㅅㅣㅍㄱㅣㄷㅗ
6948,ㅂㅏㅇㄱㅡㅁㅇㅘㅆㅈㅕㅈㅓㄴㅎㅗㅇㄱㅣㄹㄷㅗㅇㅇㅣㄴㅣㄲㅏ
6949,ㄴㅏㄴㅡㄴㅇㅝㄴㅎㅏㄴㄷㅏㄴㅓㄹㅡㄹ
6950,ㄴㅏㄹㅏㅇㅂㅐㄱㅗㅊㅣㄹㄹㅐ
6951,ㅈㅣㄴㄱㅜㅈㅓㄴㄷㅐ
6952,ㄷㅏㅅㅣㅈㅏㅇㅑㅈㅣ
6953,ㅇㅖㅎㅏㅁㅏㄹㅇㅣㅇㅏㄴㅌㅗㅇㅎㅏㄴㅡㄴㄱㅜㄴㅈㅓㅇㅁㅏㄹㅁㅏㅇㅡㅁㅇㅔㄷㅡㄴㅡㄴㅂㅜㅂㅜㄴㅇㅣㄷㅏ
6954,ㅈㅏㅋㅐㄹㅗㅊㅚㄱㅡㄴㅂㅗㄴㅇㅐㄴㅣㅍㅔㅇㅣㅌㅡㅈㅞㄹㅝ
6955,ㄴㅏㅅㅡㅅㅡㄹㅗㅈㅓㅁㅊㅣㄱㅣ
6956,ㄴㅔㅂㄱㅏㅁㅅㅏㅎㅏㅂㄴㅣㄷㅏ
6957,ㄴㅏㄹㅏㅇㅌㅡㅊㅣㄴㅇㅣㅁㅕㄴㅁㅏㄹㅎㅐㅈㅝ
6958,ㄷㅜㄹㄷㅏㅎㅐㅅㅓㅁㅓㄹㅣㅇㅔㄱㅏㅈㅣㅅㅐㄱ
6959,ㄴㅏㄷㅜㅇㅣㄱㅓㄱㅏㄴㅡㅇㅎㅐㅆㄴㅡㄴㄷㅔㅈㅣㄱㅡㅁㅍㅣㅇㅓㅅㅣㅇㄸㅐㅁㅇㅔㅂㅜㄹㄱㅏㄴㅡㅇ
6960,ㄱㅓㄱㅣㄹㅗㄱㅏㅆㄴㅏㅇㅛ
6961,ㅁㅏㄴㅅㅔㄹㅡㅍㅡㄹㅗㄷㅠㅅㅡㄱㅣㅁㅅㅔㅈㅓㅇㅈㅔㄹㄹㅣㅍㅣㅅㅟㅇㅏㅇㅣㄹㅓㄴㅣㅋㅐㅂㅊㅕ
6962,ㅎㅔㅇㅔㅇㅔㄱㅈㅣㅁㅣㄴㅇㅣㅂㅡㅇㅣㅇㅐㅂㅅㅏㅅㅣㅂㅂㅜㄴㅇㅣㄴㅏㅎㅏㄱㅗㄱㅏㅆㅇㅓㅍㅠㅇㅏㅇㅓㄸㅓㄱㅎㅐㅇㅣㅇㅐㄱㅣㄱㅏㅅㅐㅇㅇㅣㄹㅇㅔㄷㅚㄹㅕㅅㅓㄴㅁㅜㄹㅇㅡㄹㅈㅜㄱㅗㄱㅏㄴㅑㅈㅣㄴㅉㅏㅊㅚㄱㅗㅇㅢㅅㅓㄴㅁㅜㄹㅇㅣㅇㅑㅈㅣㅁㅣㄴㅇㅏㄴㅓㅂㅡㅇㅣㅇㅐㅂㅇㅗㄹㅗㅅㅇㅣㅎㅏㄴㅡㄴㄱㅓㄴㅓㅁㅜㅂㅗㄱㅗㅅㅣㅍㅇㅓㅆㅇㅓㅇㅐㄱㅣㅇㅑㅇㅗㄴㅡㄹㅅㅣㄴㅅㅓㅇㅎㅏㄴㅁㅏㅇㅡㅁㅇㅡㄹㅗㅂㅗㄹㄲㅔㅇㅏㅎㅠㄴㅓㄸㅐㅁㅜㄴㅇㅔㅈㅣㄴㅉㅏㅎㅕㄴㅅㅐㅇㅅㅏㄴㅡㄴㄱㅓㅇㅑㄴㅓㅂㅗㄹㅓㄱㅏㄹㅕㄱㅜ
6963,ㅇㅣㅅㅣㅌㅔㅅㅣㄴㅅㅡㄴㅣㅇㄱㅔㄴㅈㅓㅇㄷㅗㄴㅡㄴㅈㅏㄷㅏㄱㅏㄷㅗㅅㅗㅎㅘㄴㄱㅏㄴㅡㅇㅎㅏㅈㅛㅅㅏㅅㅣㄹㅇㅙㄱㅗㄱ
6964,ㅎㅔㅇㅓㅈㅣㅁㅇㅢㅂㅏㅇㅂㅓㅂㅇㅖㄱㅗㅍㅕㄴ
6965,ㄱㅡㄹㅓㄴㄱㅏㄱㅡㄹㅆㅔㄱㅘㅇㅕㄴㄴㅏㄴㅇㅓㄴㅈㅔㅅㅏㄹㅏㅈㅣㄹㅈㅣㅁㅗㄹㅡㄱㅔㅆㄱㅜㄴㅅㅏㄹㅏㅈㅣㅈㅣㅇㅏㄴㅎㅇㅡㄹㅈㅣㄷㅗㅁㅗㄹㅡㅈㅣㅇㅏㄴㅣㅂㅜㄹㄱㅏㄴㅡㅇㅎㅏㄷㅏㄴㅔㅈㅏㄹㄴㅏㄴㅈㅜㅇㅣㄴㅎㅏㄴㄴㅗㅁㅇㅡㄹㅗㄴ
6966,ㅊㅗㅋㅗㄴㅓㅎㅢㅊㅏㅁㅂㅗㄱㅣㅈㅗㅎㄱㅜㄴㅏ
6967,
6968,ㄴㅏㄷㅗㄷㅏㅇㅇㅕㄴㅎㅣㄱㅓㄹㄹㅣㄱㅔㅆㅈㅣㄴㅏㄴㅇㅜㄴㅈㅗㅎㅇㅡㄴㅅㅜㄴㅣㄴㅣㄲㅏ
6969,ㅇㅏㄴㅣㅇㅗㅎㅣㄹㅕㅎㅗㄴㅈㅏㄴㅣㄲㅏㄴㅜㄴㅊㅣㅇㅏㄴㅂㅗㅇㅣㄹㄲㅓㅇㅑ
6970,ㄹㅏㅎㅐㄹㅗㄲㅜㄲㅓㅇㅡㄴㅁㅏㄹㅇㅣㄴㅐㅁㅏㅁㅇㅣㅇㅑ
6971,ㅎㅏㅇㅏㄱㅡㄴㅕㅅㅓㄱㅁㅏㄴㅇㅏㄴㅣㅇㅓㄷㅗ
6972,ㅇㅜㄹㅣㅇㅐㄱㅣㅂㅣㅌㅡㄴㅐㅆㅇㅡㅁㅎㅏㄴㅂㅓㄴㅁㅏㄴㄷㅡㄹㅇㅓ
6973,ㄴㅏㄴㅡㄴㅊㅏㄱㅎㅏㄴㅅㅏㄹㅏㅁㅇㅣㅂㄴㅣㄷㅏㅂㅓㄹㅓㄱㅇㅏㄴㅎㅐㅇㅛㅇㅓㄹㅁㅏㄴㅏㅈㅓㅇㅈㅣㄱㅎㅏㄱㅗㅅㅗㄹㅈㅣㄱㅎㅏㄱㅗㅁㅏㅇㅡㅁㅇㅣㅇㅕㄹㅣㄴㅅㅏㄹㅏㅁㅇㅣㄴㄷㅔㅇㅛㅈㅜㅁㅓㄱㄲㅘㄱㅂㅜㄷㅡㄹㅂㅜㄷㅡㄹㅇㅘㅇㅃㅓㅇ
6974,ㄱㅡㄹㅓㅎㄱㅜㄴㅂㅜㄹㅓㅈㅣㄴㅇㅚㄴㅍㅏㄹㅇㅡㄹㄷㅐㄱㅏㄹㅗㅇㅝㄴㄱㅗㄹㅡㄹㅎㅏㄴㅡㄴㄴㅡㅇㄹㅕㄱㅇㅡㄹ
6975,ㅂㅜㄱㅇㅠㄹㅓㅂㄱㅡㄹㅣㅅㅡㄷㅗㅇㅇㅑㅇㅇㅢㅇㅛㅇㅇㅡㄴㅇㅛㅇㄷㅡㄹㅇㅣㄷㅏㅁㅗㅇㅣㅁㅕㄴㅈㅣㄱㅜㅈㅓㅇㅂㅗㄱ
6976,ㅁㅜㅅㅡㄴㅅㅗㄹㅣㄹㅡㄹㅎㅏㄴㅡㄴㄱㅓㅇㅑ
6977,ㄴㅏㄴㅈㅜㅇㅔㅎㅏㄴㅂㅓㄴㅈㅏㄹㅡㄹㅓㄱㅏㅆㄴㅡㄴㄷㅔㄴㅏㄴㄱㅐㅎㅐㄱㅆㅣㅂㅆㅑㅇㅂㅕㄴㅌㅐㄴㅔ
6978,ㅇㅖㅅㄴㅏㄹㅁㅔㅇㅣㅍㅡㄹㅍㅡㄹㄹㅐㄴㅅㅣㅇㅏㄱㅏㅇㅇㅖㅂㅣㄴㅇㅟㄴㄷㅗㅇㅜㅂㅐㅅㅜㅈㅓㅇㄹㅏㄷㅣㅇㅗㅅㅡㅌㅏㅇㅕㄴㅇㅐㅎㅕㄱㅁㅕㅇㅎㅓㄱㅏㄱㅁㅣㄹㅛㅂㅏㄱㅂㅗㅇㅁㅗㄱㅇㅛㅇㅞㅂㅌㅜㄴ
6979,ㅁㅓㄱㅇㅓ
6980,ㅇㅕㅈㅏㅇㅢㄱㅣㅂㅗㄴㅈㅓㄱㅇㅣㄴㄴㅡㅇㄹㅕㄱㅇㅣㅈㅛㅇㅣㅈㅓㅇㄷㅗㄴㅡㄴ
